,Source,Text,Date,Compound Score,Positive Score,Neutral Score,Negative Score
133,CBS,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",Tue Feb 20 17:58:18 +0000 2018,-0.4019,0.0,0.881,0.119
134,CBS,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,Tue Feb 20 17:39:51 +0000 2018,0.3612,0.128,0.872,0.0
135,CBS,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",Sat Feb 17 01:07:20 +0000 2018,0.6124,0.227,0.773,0.0
136,CBS,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",Fri Feb 16 18:42:43 +0000 2018,0.3182,0.108,0.892,0.0
137,CBS,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",Fri Feb 16 17:48:20 +0000 2018,0.68,0.248,0.752,0.0
138,CBS,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ?? Happy #ValentinesDay! https://t.co/poEejI4AnC,Wed Feb 14 19:23:27 +0000 2018,0.8619,0.466,0.534,0.0
139,CBS,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",Tue Feb 13 20:03:56 +0000 2018,0.0,0.0,1.0,0.0
140,CBS,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",Tue Feb 13 18:54:52 +0000 2018,0.7506,0.252,0.748,0.0
141,CBS,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,Mon Feb 12 18:49:45 +0000 2018,0.0,0.0,1.0,0.0
142,CBS,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,Mon Feb 12 01:32:33 +0000 2018,0.0,0.0,1.0,0.0
143,CBS,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,Fri Feb 09 00:50:01 +0000 2018,0.8478,0.304,0.696,0.0
144,CBS,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,Thu Feb 08 16:09:35 +0000 2018,-0.5859,0.0,0.814,0.186
145,CBS,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",Wed Feb 07 18:35:19 +0000 2018,0.0516,0.066,0.934,0.0
146,CBS,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",Wed Feb 07 16:17:48 +0000 2018,0.5574,0.312,0.536,0.152
147,CBS,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",Tue Feb 06 22:21:39 +0000 2018,0.0,0.0,1.0,0.0
148,CBS,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",Tue Feb 06 17:05:49 +0000 2018,0.0772,0.121,0.773,0.106
149,CBS,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",Sun Feb 04 15:35:36 +0000 2018,0.0,0.0,1.0,0.0
150,CBS,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",Sun Feb 04 12:00:01 +0000 2018,0.1531,0.118,0.882,0.0
151,CBS,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,Sat Feb 03 23:11:43 +0000 2018,0.0,0.0,1.0,0.0
152,CBS,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",Sat Feb 03 12:00:07 +0000 2018,0.8268,0.338,0.662,0.0
153,CBS,RT @swatcbs: ?@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,Fri Feb 02 22:36:13 +0000 2018,-0.0772,0.0,0.925,0.075
154,CBS,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",Fri Feb 02 20:07:40 +0000 2018,0.4019,0.144,0.856,0.0
155,CBS,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,Fri Feb 02 19:03:33 +0000 2018,0.4003,0.124,0.876,0.0
156,CBS,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,Fri Feb 02 17:23:18 +0000 2018,0.6114,0.166,0.834,0.0
157,CBS,? @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,Thu Feb 01 22:04:41 +0000 2018,0.0,0.0,1.0,0.0
158,CBS,"? @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",Thu Feb 01 20:09:49 +0000 2018,0.0,0.0,1.0,0.0
159,CBS,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",Wed Jan 31 21:42:15 +0000 2018,0.1139,0.088,0.912,0.0
160,CBS,RT @survivorcbs: Get excited! ? It’s finally time to meet the castaways of #Survivor: Ghost Island ? https://t.co/xQQ8ROhKbM https://t.co/P…,Wed Jan 31 17:05:47 +0000 2018,0.1007,0.135,0.75,0.115
161,CBS,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",Wed Jan 31 16:37:17 +0000 2018,0.4588,0.188,0.812,0.0
162,CBS,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,Wed Jan 31 06:55:30 +0000 2018,0.1779,0.126,0.779,0.095
163,CBS,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",Wed Jan 31 02:15:16 +0000 2018,-0.2263,0.179,0.569,0.252
164,CBS,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",Wed Jan 31 01:58:40 +0000 2018,-0.4767,0.0,0.744,0.256
165,CBS,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",Wed Jan 31 01:52:46 +0000 2018,0.4939,0.256,0.625,0.119
166,CBS,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",Wed Jan 31 01:49:43 +0000 2018,0.5093,0.19,0.81,0.0
167,CBS,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,Wed Jan 31 01:31:27 +0000 2018,0.8261,0.434,0.566,0.0
168,CBS,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,Wed Jan 31 01:29:10 +0000 2018,0.8309,0.414,0.586,0.0
169,CBS,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,Wed Jan 31 01:24:16 +0000 2018,0.6588,0.386,0.614,0.0
170,CBS,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk,Wed Jan 31 01:18:37 +0000 2018,-0.5106,0.0,0.602,0.398
171,CBS,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials,Wed Jan 31 01:17:37 +0000 2018,0.0,0.0,1.0,0.0
172,CBS,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug,Wed Jan 31 01:16:15 +0000 2018,0.7525,0.349,0.651,0.0
173,CBS,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on ?,Wed Jan 31 01:08:01 +0000 2018,0.0,0.0,1.0,0.0
174,CBS,RT @Mixxxalv: Watching #superbowlcommercials let the best win!,Wed Jan 31 01:04:34 +0000 2018,0.8516,0.58,0.42,0.0
175,CBS,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u,Wed Jan 31 01:00:35 +0000 2018,0.8442,0.351,0.649,0.0
176,CBS,It's Man vs. Beast as these classic Super Bowl spots face off tonight on Super Bowl Greatest Commercials 2018! Tune… https://t.co/GcoSAcfeUd,Wed Jan 31 00:55:04 +0000 2018,0.923,0.406,0.594,0.0
177,CBS,"Tonight, get a first look at #ChrisElliott starring in the new @AvosfromMexico Super Bowl Commercial on… https://t.co/WMEjsZfgdg",Wed Jan 31 00:37:20 +0000 2018,0.5994,0.206,0.794,0.0
178,CBS,"Join @NCISLA's @DanielaRuah and @7BOOMERESIASON on Super Bowl Greatest Commercials 2018, tonight at 8/7c on CBS and… https://t.co/nzVu1FCRc5",Wed Jan 31 00:11:53 +0000 2018,0.8834,0.407,0.593,0.0
179,CBS,Everyone knows the best part of the Super Bowl is the commercials! Find out how to tune in and vote for your favori… https://t.co/KGDYl9oF98,Tue Jan 30 23:35:01 +0000 2018,0.8553,0.276,0.724,0.0
180,CBS,Throw it back to this classic Michael Jordan vs. Larry Bird spot tonight on Super Bowl Greatest Commercials 2018! W… https://t.co/g2H4zV7wIN,Tue Jan 30 21:19:22 +0000 2018,0.8553,0.306,0.694,0.0
181,CBS,"Super Bowl Greatest Commercials 2018 airs tonight! Cast your vote now, then tune in and vote for the winner live at… https://t.co/h4jGpUheP5",Tue Jan 30 18:46:04 +0000 2018,0.9215,0.391,0.609,0.0
182,CBS,Remember when @robinthicke and Lil Wayne (@liltunechi) joined jazz legends on stage at the 51st #GRAMMYs? Watch thi… https://t.co/2l8gBdOrli,Tue Jan 30 16:00:02 +0000 2018,0.0,0.0,1.0,0.0
183,CBS,"Tomorrow, catch a sneak peek of the incredible @TiffanyHaddish in her first Super Bowl Commercial for @Groupon on… https://t.co/RlehujNvFN",Tue Jan 30 04:03:31 +0000 2018,0.5994,0.187,0.813,0.0
184,CBS,Rapper @Logic301 delivered a poignant message of hope to conclude his powerful performance with @alessiacara and… https://t.co/elSqZExRtN,Tue Jan 30 03:17:51 +0000 2018,0.6908,0.289,0.711,0.0
185,CBS,Even our host @JKCorden was starstruck when Broadway icon Patti LuPone performed at The #GRAMMYs! https://t.co/YJhNBllFh6,Tue Jan 30 02:12:15 +0000 2018,0.0,0.0,1.0,0.0
186,CBS,Childish Gambino serenaded the crowd with his smooth vocals in this mesmerizing performance. Watch him perform 'Ter… https://t.co/TkWZP7PS22,Tue Jan 30 01:29:06 +0000 2018,-0.296,0.0,0.885,0.115
187,CBS,.@OfficialSting and @shaggy757 joined together to bring their upbeat reggae vibes to Madison Square Garden. Watch t… https://t.co/iqq0DbM1IR,Tue Jan 30 00:11:05 +0000 2018,0.0,0.0,1.0,0.0
188,CBS,Superstar @Pink left it all on the stage last night in a simply stunning performance that brought the crowd to thei… https://t.co/B9Tj5INcNu,Mon Jan 29 22:45:21 +0000 2018,0.3818,0.115,0.885,0.0
189,CBS,Check out these photos of the night's best backstage moments you didn't see on TV! Here's what you missed at The 60… https://t.co/6TBI8NV8JJ,Mon Jan 29 22:10:15 +0000 2018,0.5093,0.162,0.758,0.079
190,CBS,The dapper duo of @itstonybennett and @johnlegend brought down the #GRAMMYs house with an impromptu duet.… https://t.co/ucRrAFk59f,Mon Jan 29 20:00:04 +0000 2018,0.0,0.0,1.0,0.0
191,CBS,?@BrunoMars worked his 24K Magic to become the night's biggest winner. See his #GRAMMYs acceptance speech for Album… https://t.co/dXzjWH0myx,Mon Jan 29 19:00:05 +0000 2018,0.7783,0.286,0.714,0.0
192,CBS,When your win at The #GRAMMYs feels like 24K Magic! Congratulations to @BrunoMars for taking home six awards this y… https://t.co/UhWCE8OKfK,Mon Jan 29 18:00:02 +0000 2018,0.9259,0.442,0.558,0.0
193,CBS,?@LadyGaga's stripped-down performance soared on the #GRAMMYs stage. See all the night's performances here:… https://t.co/Dw6xSzeeGC,Mon Jan 29 17:15:04 +0000 2018,0.0,0.0,1.0,0.0
194,CBS,"Relive epic GRAMMY rock performances from @Metallica, @beck, @coldplay and more on @AppleMusic. Start your free tri… https://t.co/xmkaZGjlMM",Mon Jan 29 16:00:05 +0000 2018,0.5106,0.163,0.837,0.0
195,CBS,"The #GRAMMYs were full of emotional performances, stirring speeches, and jaw-dropping fashion. See all the red carp… https://t.co/yqpOW9tWm3",Mon Jan 29 15:00:03 +0000 2018,0.1531,0.086,0.914,0.0
196,CBS,Watch @BrunoMars and @iamcardib pull out all the stops at the #GRAMMYs for their fun and funky duet of 'Finesse.'… https://t.co/z1ZTosotw9,Mon Jan 29 14:00:02 +0000 2018,0.3182,0.136,0.741,0.123
197,CBS,"With his powerful single 'Pray,"" @samsmithworld captivated the #GRAMMYs crowd. Watch the full performance:… https://t.co/159qGVFyxW",Mon Jan 29 13:00:01 +0000 2018,0.6597,0.293,0.707,0.0
198,CBS,Music's biggest stars came together for a night of celebration and song at the The 60th Annual #GRAMMYs! Stream the… https://t.co/flFIflTQ5s,Mon Jan 29 12:00:03 +0000 2018,0.0,0.0,1.0,0.0
199,CBS,The stage was packed with star power from start to finish on Music's Biggest Night®! Catch up on all the live perfo… https://t.co/Mzqp82FiUS,Mon Jan 29 08:18:18 +0000 2018,0.0,0.0,1.0,0.0
200,CNN,"Former Trump aide Sam Nunberg: “I’m not a Donald Trump fan. … He treated me like crap,” but when they ask me to go… https://t.co/vz2oXHuVcm",Mon Mar 05 20:52:20 +0000 2018,0.0693,0.072,0.867,0.061
201,CNN,"Do you believe that the special counsel has something on Donald Trump?

Former Trump aide Sam Nunberg: “I suspect t… https://t.co/cLiQeBPQjO",Mon Mar 05 20:47:28 +0000 2018,0.128,0.113,0.795,0.092
202,CNN,Former Trump campaign aide Sam Nunberg says he is refusing to comply with a grand jury subpoena in the Russia inves… https://t.co/DIpuLSe758,Mon Mar 05 20:34:47 +0000 2018,0.0772,0.121,0.769,0.109
203,CNN,"White House press secretary Sarah Sanders on House Speaker Paul Ryan's remarks about the possibility of tariffs: ""W… https://t.co/5BWOaKi3rx",Mon Mar 05 20:28:27 +0000 2018,0.0,0.0,1.0,0.0
204,CNN,RT @CNNPolitics: White House press secretary Sarah Sanders on DACA: “I think it’s absolutely terrible that Congress has failed to act” http…,Mon Mar 05 20:16:39 +0000 2018,-0.7713,0.0,0.749,0.251
205,CNN,Martin Shkreli was ordered by a federal judge to forfeit nearly $7.4 million as a result of his fraud convictions l… https://t.co/wp29WfsoZy,Mon Mar 05 20:16:05 +0000 2018,-0.5859,0.0,0.833,0.167
206,CNN,"The White House is holding a press briefing. Watch CNN: https://t.co/UYpqI3w42L

Watch on Facebook:… https://t.co/nImwxDTKhL",Mon Mar 05 20:08:09 +0000 2018,0.0,0.0,1.0,0.0
207,CNN,"""Bless your hearts."" Lawmakers from states boasting a proud barbecue legacy are joining in on the roasting of an ar… https://t.co/mZd86kRoFM",Mon Mar 05 20:03:42 +0000 2018,0.7096,0.247,0.753,0.0
208,CNN,"Walmart, the biggest grocer in the United States, is expanding its meal-kit business to reach 2,000 stores… https://t.co/vyVj6oq1YV",Mon Mar 05 19:57:45 +0000 2018,0.4404,0.196,0.804,0.0
209,CNN,"The number of children admitted to hospitals for opioid overdose has nearly doubled since 2004, according to a new… https://t.co/iyL1gmkxrN",Mon Mar 05 19:46:13 +0000 2018,0.1779,0.137,0.863,0.0
210,CNN,"Police in southwest England say two people are in critical condition and are being treated ""for suspected exposure… https://t.co/TwO8Ny8NGr",Mon Mar 05 19:26:27 +0000 2018,-0.4939,0.0,0.802,0.198
211,CNN,Meet the schoolgirls learning to fight off attackers -- and the schoolboys learning about sexual consent #AsEquals… https://t.co/uFvDz4st3M,Mon Mar 05 19:21:52 +0000 2018,-0.6597,0.082,0.647,0.272
212,CNN,"An online fundraiser for West Virginia teachers on strike had raised more than $225,000 from nearly 5,000 donors as… https://t.co/j9kzdcO67M",Mon Mar 05 19:10:03 +0000 2018,-0.128,0.0,0.927,0.073
213,CNN,Introducing PACIFIC: The newsletter for the Innovation Economy. Sign up today! https://t.co/9kv5PMBajJ https://t.co/moTx9XnyLe,Mon Mar 05 19:00:47 +0000 2018,0.4389,0.194,0.806,0.0
214,CNN,Want to avoid a three-hour drive to the airport in some of India's worst traffic? This airport will fly you to the… https://t.co/GGPpSQHH64,Mon Mar 05 18:51:46 +0000 2018,-0.7184,0.049,0.714,0.237
215,CNN,This may be the scariest thing Donald Trump has said as president | Analysis by @CillizzaCNN https://t.co/Ix6YTEiD5w https://t.co/hZNXTr2q4J,Mon Mar 05 18:16:52 +0000 2018,0.0,0.0,1.0,0.0
216,CNN,President Trump wants to impose a 25% tariff on steel imports and a 10% tariff on aluminum imports. Here's what tha… https://t.co/jrX4ZshL9z,Mon Mar 05 18:05:04 +0000 2018,-0.296,0.0,0.896,0.104
217,CNN,Conservatives -- including House Speaker Paul Ryan -- are striking back after President Trump announced last week h… https://t.co/IdEDoZa58P,Mon Mar 05 17:55:09 +0000 2018,0.0,0.0,1.0,0.0
218,CNN,Amazon is reportedly looking to partner with banking giants JPMorgan Chase and Capital One to offer shoppers Amazon… https://t.co/CTAS4tx0kN,Mon Mar 05 17:45:13 +0000 2018,0.1779,0.086,0.914,0.0
219,CNN,Why Italy won't get the universal income it was promised https://t.co/fMdQQcnVTj https://t.co/Ddj1lqVLCg,Mon Mar 05 17:34:43 +0000 2018,0.3612,0.185,0.815,0.0
220,CNN,"Ben Carson on the Department of Housing and Urban Development: ""There are more complexities here than in brain surg… https://t.co/QwBuw2LhHV",Mon Mar 05 17:22:45 +0000 2018,0.0,0.0,1.0,0.0
221,CNN,President Trump and the first lady welcome Israeli Prime Minister Benjamin Netanyahu and his wife to the White Hous… https://t.co/Ort6jqEuqN,Mon Mar 05 17:10:47 +0000 2018,0.4588,0.136,0.864,0.0
222,CNN,"Common called out President Trump's ""hate"" and the National Rifle Association while performing ""Stand Up for Someth… https://t.co/Yp4BItsgvI",Mon Mar 05 17:01:14 +0000 2018,0.0,0.0,1.0,0.0
223,CNN,West Virginia public school teachers are striking for an eighth day because the state legislature didn't meet their… https://t.co/gtWUDCmPyf,Mon Mar 05 16:45:18 +0000 2018,0.0,0.0,1.0,0.0
224,CNN,No men are allowed on this private island off the coast of Finland https://t.co/yDwTcQQ3i7 https://t.co/jn6qCSIg0u,Mon Mar 05 16:35:04 +0000 2018,-0.296,0.0,0.864,0.136
225,CNN,"When Israeli Prime Minister Benjamin Netanyahu arrives at the White House today, it will be under clouds of controv… https://t.co/VtJSTNnW41",Mon Mar 05 16:26:09 +0000 2018,0.0,0.0,1.0,0.0
226,CNN,Want to avoid a three-hour drive to the airport in some of India's worst traffic? This airport will fly you to the… https://t.co/t4XgGiea66,Mon Mar 05 16:16:55 +0000 2018,-0.7184,0.049,0.714,0.237
227,CNN,RT @CNNMoney: Introducing PACIFIC: The newsletter for the Innovation Economy. Sign up today! https://t.co/8abbJnM7zI,Mon Mar 05 16:01:50 +0000 2018,0.4389,0.182,0.818,0.0
228,CNN,"If a possible mass shooter wants to hone his craft, don't hand him a virtual boot camp | via @CNNopinion… https://t.co/yVJMfProoE",Mon Mar 05 15:55:05 +0000 2018,-0.3875,0.0,0.866,0.134
229,CNN,"Macaulay Culkin says he didn't watch the Oscars, but that didn't stop him from live-tweeting the event… https://t.co/bCrPlhZfq1",Mon Mar 05 15:40:25 +0000 2018,0.3252,0.121,0.879,0.0
230,CNN,Former Trump campaign manager Corey Lewandowksi on abuse allegations against former White House staff secretary Rob… https://t.co/YPu1C4eJv4,Mon Mar 05 15:34:06 +0000 2018,-0.6369,0.0,0.792,0.208
231,CNN,"This college tax credit saved the typical American family $2,277 https://t.co/CaJrR8H9cr https://t.co/ZRLBe38lpI",Mon Mar 05 15:25:05 +0000 2018,0.6597,0.351,0.649,0.0
232,CNN,President Trump accuses the Obama administration of using the investigation into potential ties between his campaig… https://t.co/1Kb0KslBJx,Mon Mar 05 15:16:16 +0000 2018,-0.34,0.0,0.87,0.13
233,CNN,Jailed Russian 'sex coaches' offer to trade election info for US asylum https://t.co/PajAZhzd9U https://t.co/1BzxySrSe1,Mon Mar 05 15:03:04 +0000 2018,-0.4939,0.0,0.802,0.198
234,CNN,"- President Trump, tariffs and NAFTA

- Trump welcomes Israeli PM Netanyahu

- White House press briefing at 2 p.m.… https://t.co/PYfFYHji8Z",Mon Mar 05 14:53:28 +0000 2018,0.4019,0.144,0.856,0.0
235,CNN,No men are allowed on this private island off the coast of Finland https://t.co/TrWRQT6UBQ https://t.co/zkVvKoTY9J,Mon Mar 05 14:42:13 +0000 2018,-0.296,0.0,0.864,0.136
236,CNN,"As the dust settles on Italy's election, there are clear winners and losers, but no clear outcome after a campaign… https://t.co/Nl5LQbvxhQ",Mon Mar 05 14:14:12 +0000 2018,0.5346,0.278,0.576,0.146
237,CNN,RT @CNNweather: We are tracking yet another developing Nor'easter that will impact the Northeast beginning Wednesday. Track the storm here:…,Mon Mar 05 14:05:18 +0000 2018,0.0,0.0,1.0,0.0
238,CNN,A father who lost his daughter in the Florida school shooting says the gun control debate efforts taken up by many… https://t.co/Lxba9Eurgm,Mon Mar 05 14:02:24 +0000 2018,-0.5719,0.0,0.802,0.198
239,CNN,Meet the schoolgirls learning to fight off attackers -- and the schoolboys learning about sexual consent #AsEquals… https://t.co/5t5A4A3aax,Mon Mar 05 13:49:54 +0000 2018,-0.6597,0.082,0.647,0.272
240,CNN,West Virginia public school teachers are striking for an eighth day because the state legislature didn't meet their… https://t.co/Lhr625BusW,Mon Mar 05 13:30:04 +0000 2018,0.0,0.0,1.0,0.0
241,CNN,Pulse shooting survivor writing for @CNNopinion: I am proud of the students who have created a movement… https://t.co/f5ozMbIWrD,Mon Mar 05 13:20:12 +0000 2018,0.765,0.369,0.631,0.0
242,CNN,President Trump dangles the possibility of lifting the new steel and aluminum tariffs he's imposed if NAFTA is rene… https://t.co/fMejmgZssH,Mon Mar 05 13:10:05 +0000 2018,-0.0772,0.0,0.936,0.064
243,CNN,The death toll from the 7.5-magnitude earthquake in Papua New Guinea has risen to 67 https://t.co/bP8iKRetiL https://t.co/ueiUvWYJq4,Mon Mar 05 13:03:06 +0000 2018,-0.5994,0.0,0.804,0.196
244,CNN,"It has taken 101 tournaments over the course of almost five years, but Phil Mickelson is once again a winner on the… https://t.co/6xER9avHhx",Mon Mar 05 12:53:05 +0000 2018,0.7351,0.198,0.802,0.0
245,CNN,"RT @NewDay: Corey Lewandowski: ""If anybody attempted to influence our US election system by coordinating or cooperating with an outside sou…",Mon Mar 05 12:45:51 +0000 2018,0.0,0.0,1.0,0.0
246,CNN,President Trump's turbulent ride speeds up | Analysis by @StCollinson https://t.co/fncDl7jIcE https://t.co/EbQRCSujec,Mon Mar 05 12:43:00 +0000 2018,0.0,0.0,1.0,0.0
247,CNN,"North Korea's leader Kim Jong Un is meeting with a high-ranking South Korean delegation in Pyongyang, according to… https://t.co/kC9eciSdqM",Mon Mar 05 12:30:10 +0000 2018,0.0,0.0,1.0,0.0
248,CNN,New Englanders hit by the weekend's nor'easter will barely have time to clean up before another storm could strike… https://t.co/bqZGGnkYx6,Mon Mar 05 12:20:13 +0000 2018,0.4019,0.124,0.876,0.0
249,CNN,"5 things for Monday:

- Academy Awards
- North and South Korea
- Weather
- Italian elections
- Flu season… https://t.co/nfa84ckAq5",Mon Mar 05 12:10:13 +0000 2018,0.1027,0.161,0.699,0.14
250,CNN,Read Jimmy Kimmel's best jokes and one-liners at the Oscars https://t.co/yYmmwHxMDM https://t.co/MKGCs5sspA,Mon Mar 05 12:00:44 +0000 2018,0.7351,0.383,0.617,0.0
251,CNN,"Common called out President Trump's ""hate"" and the National Rifle Association while performing ""Stand Up for Someth… https://t.co/tevqX77OEX",Mon Mar 05 11:55:05 +0000 2018,0.0,0.0,1.0,0.0
252,CNN,"An inclusion rider, as championed by Frances McDormand, is designed to ""ensure equitable hiring in supportive roles… https://t.co/54hKR3JOUW",Mon Mar 05 11:43:22 +0000 2018,0.7184,0.318,0.682,0.0
253,CNN,"The 2018 Academy Awards, in photos https://t.co/wStIFYlpFs https://t.co/aecRsgV4Ch",Mon Mar 05 11:34:43 +0000 2018,0.4588,0.3,0.7,0.0
254,CNN,Italy is facing a populist uprising after a surge in support for anti-European parties in Sunday's parliamentary el… https://t.co/e76BnLtZWy,Mon Mar 05 11:23:28 +0000 2018,0.6597,0.265,0.735,0.0
255,CNN,No men are allowed on this private island off the coast of Finland https://t.co/L24TeVnsHH https://t.co/STNYoI9L6U,Mon Mar 05 11:15:12 +0000 2018,-0.296,0.0,0.864,0.136
256,CNN,"Senators are considering a bill that would, among other things, ban bump stocks, raise the minimum age to purchase… https://t.co/JjnQxt5Cuo",Mon Mar 05 11:04:07 +0000 2018,-0.5574,0.0,0.833,0.167
257,CNN,"The number of children admitted to hospitals for opioid overdose has nearly doubled since 2004, according to a new… https://t.co/mIe03WHvNT",Mon Mar 05 10:55:44 +0000 2018,0.1779,0.137,0.863,0.0
258,CNN,"We should award a ""best social message"" #Oscar | @CNNOpinion https://t.co/HCF3rTkajW",Mon Mar 05 10:47:39 +0000 2018,0.8271,0.524,0.476,0.0
259,CNN,...and the 56-year-old dress Rita Moreno wore when she won the best supporting actress Oscar in 1962… https://t.co/U7QFpMIf3Z,Mon Mar 05 10:36:32 +0000 2018,0.8957,0.419,0.581,0.0
260,CNN,...glamorous Olympians... https://t.co/8PJFyIbQMG https://t.co/gFFoHdyIbz,Mon Mar 05 10:34:23 +0000 2018,0.0,0.0,1.0,0.0
261,CNN,...all-white looks... https://t.co/8PJFyItrEe https://t.co/ghK4t7LVhN,Mon Mar 05 10:33:33 +0000 2018,0.0,0.0,1.0,0.0
262,CNN,...velvet... https://t.co/8PJFyIbQMG https://t.co/McBb9N6vE1,Mon Mar 05 10:32:30 +0000 2018,0.0,0.0,1.0,0.0
263,CNN,The #Oscars red carpet featured plenty of sparkle... https://t.co/8PJFyIbQMG https://t.co/RTQk9jyCee,Mon Mar 05 10:31:09 +0000 2018,0.0,0.0,1.0,0.0
264,CNN,"The current suicide hotline -- 1-800-273-TALK -- is ""not an intuitive or easy number to remember,"" says Sen. Orrin… https://t.co/BMqeHxC26C",Mon Mar 05 10:22:12 +0000 2018,-0.3182,0.163,0.661,0.175
265,CNN,"""Inclusion"" and ""diversity"" were this year's movie industry buzzwords. But the fact is, most of the Academy Award w… https://t.co/AimButkd4c",Mon Mar 05 10:12:32 +0000 2018,0.5423,0.156,0.844,0.0
266,CNN,"JUST IN: North Korean leader Kim Jong Un is meeting high-ranking South Korean officials in Pyongyang, South Korean… https://t.co/E98Zgd5yeS",Mon Mar 05 10:02:16 +0000 2018,0.0,0.0,1.0,0.0
267,CNN,China plans to boost its military spending by 8.1% in 2018 as it looks to further advance an ambitious modernizatio… https://t.co/eEf2il9ZEy,Mon Mar 05 09:24:55 +0000 2018,0.7003,0.234,0.766,0.0
268,CNN,"The US Embassy in Turkey told American citizens it is closed to the public on Monday because of a ""security threat,… https://t.co/mEr1ZRsLHI",Mon Mar 05 09:14:48 +0000 2018,0.34,0.107,0.893,0.0
